Id,Prospect,Disposition,App.Year,MonthDeadline,DateDeadline,YearDeadline,UniversityId,Selectivity,Tier,Major.1,Major.2,Minor,GPA,Met,Sourced,Type,Size,Region,AlumniCount,CurrentCMCount,CurrentTFAStaffCount,InequityAwareness,TFAAwareness,StudentsCount,ISSTEM,Tier2016,Tier2017
2017_9483,Undergrad,Rejected,2017,August,19,2016,001F000000nH9U8IAK,3,2,Psychology,,,No,No,Self,Public,Large,E,46,15,0,5,2,22500,No,3,2
2017_9490,Undergrad,Accepted,2017,October,19,2016,001F000000nH9UoIAK,5,2,Finance,,,No,Yes,Recruiter,Private NFP,Small,E,41,5,1,1,3,5000,No,3,2
2017_9505,Undergrad,Rejected,2017,October,19,2016,001F000000nH9c7IAC,4,2,Physics,,,Yes,Yes,Self,Public,Large,E,96,18,6,0,0,22500,Yes,2,2
2017_9506,Undergrad,Rejected,2017,October,19,2016,001F000000nH9c7IAC,4,2,Early Childhood Education,,,No,Yes,Recruiter,Public,Large,E,96,18,6,0,0,22500,No,2,2
2017_9507,Undergrad,Withdrawn,2017,October,19,2016,001F000000nH9c7IAC,4,2,Spanish,,,No,Yes,Recruiter,Public,Large,E,96,18,6,0,0,22500,No,2,2
2017_9518,Undergrad,Accepted,2017,September,16,2016,001F000000nH7Z8IAK,4,2,Political Science,,,No,Yes,Self,Public,Very Large,E,135,23,5,1,3,25000,No,3,2
2017_9519,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHAX1IAO,4,2,Neuroscience,,,Yes,No,Self,Public,Very Large,N,408,31,7,1,3,25000,Yes,3,2
2017_9521,Undergrad,Rejected,2017,October,19,2016,001F000000nH74aIAC,3,2,Social Work,,,No,No,Self,Public,Medium,N,25,8,3,1,3,12500,No,3,2
2017_9526,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHCGRIA4,4,2,International Studies/Relations,,,Yes,Yes,Self,Private NFP,Large,E,111,17,5,0,0,22500,No,3,2
2017_9527,Undergrad,Rejected,2017,September,16,2016,001F000000nHDGZIA4,4,2,Business,,,No,Yes,Self,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2017_9528,Undergrad,Rejected,2017,September,16,2016,001F000000nHAX1IAO,4,2,Public Policy,,,No,Yes,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2017_9529,Undergrad,Rejected,2017,September,16,2016,001F000000nHEwbIAG,3,2,Sociology,,,No,No,Self,Public,Very Large,W,262,27,5,1,3,25000,No,3,2
2017_9530,Undergrad,Accepted,2017,September,16,2016,001F000000nH9UoIAK,5,2,Economics,,,No,No,Self,Private NFP,Small,E,41,5,1,1,3,5000,No,3,2
2017_9534,Undergrad,Accepted,2017,September,16,2016,001F000000nH7Z1IAK,4,2,Psychology,,,Yes,Yes,Self,Public,Very Large,E,108,19,8,1,3,25000,No,3,2
2017_9539,Undergrad,Rejected,2017,September,16,2016,001F000000nHAWqIAO,3,2,Finance,,,Yes,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2017_9542,Undergrad,Rejected,2017,December,9,2016,001F000000nH7f5IAC,4,2,Human Development,,,No,Yes,Recruiter,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2017_9543,Undergrad,Rejected,2017,October,19,2016,001F000000nH7GQIA0,4,2,Psychology,,,No,No,Recruiter,Public,Very Large,W,113,10,3,5,2,25000,No,3,2
2017_9544,Undergrad,Rejected,2017,December,9,2016,001F000000nHCQwIAO,4,2,Physics,,,Yes,Yes,Recruiter,Private NFP,Medium,E,62,9,5,0,0,12500,Yes,2,2
2017_9551,Junior,Rejected,2017,April,20,2016,001F000000nHAWkIAO,4,2,Molecular Biology,Political Science,,Yes,No,Self,Private NFP,Large,N,132,9,0,0,0,22500,Yes,2,2
2017_9552,Junior,Rejected,2017,April,20,2016,001F000000nHBWRIA4,5,2,Psychology,,Dance,No,No,Self,Private NFP,Medium,E,146,19,5,2,5,12500,No,3,2
2017_9553,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHBWRIA4,5,2,Psychology,,,No,No,Self,Private NFP,Medium,E,146,19,5,2,5,12500,No,3,2
2017_9555,Undergrad,Rejected,2017,September,16,2016,001F000000nHDGZIA4,4,2,Education (elementary),,,No,Yes,Self,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2017_9559,Junior,Rejected,2017,April,20,2016,001F000000nHCtmIAG,2,2,Theater,,,Yes,Yes,Recruiter,Public,Small,W,12,12,0,5,2,5000,No,3,2
2017_9560,Undergrad,Rejected,2017,October,19,2016,001F000000nHCtmIAG,2,2,Theater,,,No,Yes,Recruiter,Public,Small,W,12,12,0,5,2,5000,No,3,2
2017_9566,Undergrad,Rejected,2017,October,19,2016,001F000000nH7f5IAC,4,2,Psychology,,,No,Yes,Recruiter,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2017_9567,Junior,Rejected,2017,April,20,2016,001F000000nH9KXIA0,3,2,English,,,No,No,Self,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2017_9573,Undergrad,Accepted,2017,October,19,2016,001F000000nH7f5IAC,4,2,Psychology,,,Yes,Yes,Recruiter,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2017_9577,Junior,Rejected,2017,April,20,2016,001F000000nH7Y8IAK,3,2,Chemistry,Psychology,Education (secondary),No,No,Self,Public,Very Large,E,164,46,10,5,2,25000,Yes,3,2
2017_9588,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHBW8IAO,3,2,Psychology,,,Yes,No,Self,Public,Medium,W,70,14,2,2,5,12500,No,3,2
2017_9590,Undergrad,Rejected,2017,October,19,2016,001F000000nH7YNIA0,3,2,History,,,No,Yes,Self,Public,Large,E,279,19,12,0,0,22500,No,3,2
2017_9593,Undergrad,Rejected,2017,August,19,2016,001F000000nH7HSIA0,5,2,Neuroscience,,,Yes,Yes,Self,Private NFP,Medium,E,74,1,3,0,0,12500,Yes,2,2
2017_9596,Undergrad,Accepted,2017,September,16,2016,001F000000nH9oCIAS,3,2,Journalism,,,Yes,Yes,Self,Public,Very Large,S,49,25,4,0,0,25000,No,3,2
2017_9601,Undergrad,Rejected,2017,September,16,2016,001F000000nH7Z8IAK,4,2,International Studies/Relations,,,Yes,Yes,Self,Public,Very Large,E,135,23,5,1,3,25000,No,3,2
2017_9618,Undergrad,Rejected,2017,August,19,2016,001F000000nH7YrIAK,4,2,Sociology,,,No,Yes,Self,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2017_9619,Undergrad,Rejected,2017,August,19,2016,001F000000nHCGVIA4,3,2,Philosophy,,,No,Yes,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_9625,Undergrad,Rejected,2017,August,19,2016,001F000000nHCGSIA4,4,2,Communications,,,No,No,Self,Private NFP,Medium,E,79,15,6,1,3,12500,No,3,2
2017_9628,Undergrad,Rejected,2017,August,19,2016,001F000000nH7C4IAK,3,2,History,,,Yes,Yes,Self,Public,Very Large,N,131,19,18,5,2,25000,No,3,2
2017_9632,Undergrad,Accepted,2017,August,19,2016,001F000000nHAX1IAO,4,2,Economics,,,Yes,Yes,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2017_9648,Undergrad,Accepted,2017,October,19,2016,001F000000nH7YlIAK,4,2,Humanities,,,No,Yes,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2017_9652,Undergrad,Rejected,2017,October,19,2016,001F000000nHDGZIA4,4,2,Education (secondary),,,No,Yes,Recruiter,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2017_9653,Undergrad,Accepted,2017,September,16,2016,001F000000nHAOAIA4,4,2,Policy Studies,,,Yes,Yes,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2017_9661,Undergrad,Rejected,2017,October,19,2016,001F000000nHAX5IAO,4,2,Sociology,,,No,No,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2017_9662,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHBW8IAO,3,2,Education (secondary),,,Yes,Yes,Self,Public,Medium,W,70,14,2,2,5,12500,No,3,2
2017_9668,Undergrad,Withdrawn,2017,August,19,2016,001F000000nH7fAIAS,4,2,Economics,,,No,No,Self,Private NFP,Large,S,149,20,12,1,3,22500,No,3,2
2017_9670,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHAWqIAO,3,2,International Studies/Relations,,,No,Yes,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2017_9679,Undergrad,Withdrawn,2017,August,19,2016,001F000000nHAWqIAO,3,2,Criminal Justice,,,No,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2017_9695,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHBIxIAO,4,2,History,,,Yes,Yes,Recruiter,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2017_9696,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHCQQIA4,5,2,Economics,,,Yes,Yes,Recruiter,Private NFP,Small,N,132,8,3,0,0,5000,No,2,2
2017_9699,Undergrad,Rejected,2017,September,16,2016,001F000000nHCG7IAO,4,2,Public Administration,,,No,No,Recruiter,Public,Large,N,271,22,16,5,5,22500,No,3,2
2017_9702,Junior,Rejected,2017,April,20,2016,001F000000nH7YlIAK,4,2,Psychology,,Family Studies,No,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2017_9716,Undergrad,Withdrawn,2017,December,9,2016,001F000000nH7YNIA0,3,2,Molecular Biology,,,No,Yes,Recruiter,Public,Large,E,279,19,12,0,0,22500,Yes,3,2
2017_9718,Junior,Withdrawn,2017,April,20,2016,001F000000nHAX1IAO,4,2,Other,,Social Work,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2017_9722,Junior,Rejected,2017,April,20,2016,001F000000nH9UiIAK,4,2,Biology,Nutrition,Psychology,Yes,No,Self,Public,Very Large,N,257,34,24,1,3,25000,No,3,2
2017_9728,Undergrad,Withdrawn,2017,December,9,2016,001F000000nH7T5IAK,5,2,Political Science,,,No,Yes,Self,Public,Medium,W,138,27,8,5,5,12500,No,3,2
2017_9733,Undergrad,Withdrawn,2017,September,16,2016,001F000000nHCQQIA4,5,2,Art History,,,Yes,Yes,Recruiter,Private NFP,Small,N,132,8,3,0,0,5000,No,2,2
2017_9737,Junior,Accepted,2017,April,20,2016,001F000000nHAX1IAO,4,2,Neuroscience,,,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,Yes,3,2
2017_9740,Junior,Accepted,2017,April,20,2016,001F000000nHAOdIAO,4,2,Biology,Psychology,,Yes,No,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2017_9743,Junior,Rejected,2017,April,20,2016,001F000000nH7ZJIA0,4,2,Spanish,Spanish,Education (secondary),No,No,Self,Private NFP,Small,N,34,5,2,0,0,5000,No,2,2
2017_9750,Junior,Rejected,2017,April,20,2016,001F000000nH7YlIAK,4,2,History,,Philosophy,Yes,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2017_9751,Junior,Accepted,2017,April,20,2016,001F000000nHBVsIAO,4,2,Other,,,No,No,Self,Private NFP,Medium,S,102,12,2,0,0,12500,No,2,2
2017_9757,Undergrad,Rejected,2017,August,19,2016,001F000000nHAOAIA4,4,2,Women's Studies,,,No,No,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2017_9761,Undergrad,Accepted,2017,October,19,2016,001F000000nHCGLIA4,4,2,English,,,Yes,Yes,Recruiter,Private NFP,Small,E,137,9,3,0,0,5000,No,3,2
2017_9783,Undergrad,Rejected,2017,December,9,2016,001F000000nH9cXIAS,3,2,Marketing,,,No,Yes,Recruiter,Private NFP,Medium,W,65,29,6,1,3,12500,No,3,2
2017_9786,Undergrad,Rejected,2017,September,16,2016,001F000000nH7YlIAK,4,2,Social Science,,,No,No,Recruiter,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2017_9792,Undergrad,Rejected,2017,September,16,2016,001F000000nHCtmIAG,2,2,Psychology,,,Yes,Yes,Self,Public,Small,W,12,12,0,5,2,5000,No,3,2
2017_9797,Undergrad,Rejected,2017,August,19,2016,001F000000nHBVsIAO,4,2,Music,,,No,No,Self,Private NFP,Medium,S,102,12,2,0,0,12500,No,2,2
2017_9798,Undergrad,Rejected,2017,August,19,2016,001F000000nHAWqIAO,3,2,Political Science,,,No,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2017_9807,Undergrad,Rejected,2017,August,19,2016,001F000000nHDGZIA4,4,2,Finance,,,Yes,Yes,Self,Public,Very Large,S,147,17,15,1,3,25000,No,3,2
2017_9815,Undergrad,Accepted,2017,September,16,2016,001F000000nHCG7IAO,4,2,International Studies/Relations,,,No,No,Self,Public,Large,N,271,22,16,5,5,22500,No,3,2
2017_9821,Undergrad,Withdrawn,2017,August,19,2016,001F000000nHCGVIA4,3,2,Computer Information Systems,,,No,No,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_9833,Undergrad,Accepted,2017,August,19,2016,001F000000nH7YlIAK,4,2,Economics,,,Yes,No,Self,Public,Very Large,S,238,45,18,2,5,25000,No,3,2
2017_9834,Undergrad,Withdrawn,2017,August,19,2016,001F000000nHAWQIA4,4,2,Sociology,,,Yes,Yes,Self,Private NFP,Small,E,71,7,6,1,3,5000,No,3,2
2017_9837,Undergrad,Rejected,2017,August,19,2016,001F000000nH73sIAC,3,2,History,,,No,Yes,Self,Public,Medium,W,47,18,4,5,2,12500,No,3,2
2017_9839,Undergrad,Rejected,2017,September,16,2016,001F000000nHEFEIA4,4,2,Sociology,,,No,Yes,Self,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
2017_9840,Undergrad,Withdrawn,2017,August,19,2016,001F000000nH9wFIAS,4,2,Education (secondary),,,Yes,No,Self,Public,Large,N,42,9,0,0,0,22500,No,3,2
2017_9855,Undergrad,Rejected,2017,October,19,2016,001F000000nH9c7IAC,4,2,Exercise Science,,,No,Yes,Recruiter,Public,Large,E,96,18,6,0,0,22500,No,2,2
2017_9858,Undergrad,Rejected,2017,August,19,2016,001F000000nHAWqIAO,3,2,Communications,,,No,No,Self,Public,Very Large,S,26,13,1,1,3,25000,No,3,2
2017_9866,Undergrad,Withdrawn,2017,December,9,2016,001F000000nH7YrIAK,4,2,Sociology,,,No,Yes,Self,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2017_9867,Junior,Rejected,2017,March,4,2016,001F000000nH9KXIA0,3,2,English,,Communications,No,No,Recruiter,Public,Medium,W,50,37,1,5,2,12500,No,3,2
2017_9868,Junior,Accepted,2017,April,20,2016,001F000000nH9cXIAS,3,2,English,,Other,Yes,No,Self,Private NFP,Medium,W,65,29,6,1,3,12500,No,3,2
2017_9872,Junior,Rejected,2017,March,4,2016,001F000000nHAX9IAO,4,2,Education (secondary),English,Communications,No,Yes,Self,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_9873,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHAX9IAO,4,2,Education (secondary),,,No,Yes,Self,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_9875,Undergrad,Rejected,2017,October,19,2016,001F000000nHCGVIA4,3,2,Psychology,,,No,Yes,Recruiter,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_9876,Junior,Rejected,2017,April,20,2016,001F000000nHAX1IAO,4,2,Education (elementary),,,No,No,Self,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2017_9879,Undergrad,Rejected,2017,October,19,2016,001F000000nH77fIAC,0,2,Other,,,No,No,Recruiter,Private NFP,Small,N,79,14,4,0,0,5000,No,0,2
2017_9882,Undergrad,Rejected,2017,October,19,2016,001F000000nH7Z1IAK,4,2,Other,,,Yes,Yes,Recruiter,Public,Very Large,E,108,19,8,1,3,25000,No,3,2
2017_9887,Undergrad,Rejected,2017,October,19,2016,001F000000nH9c7IAC,4,2,Human Resource Management,,,No,Yes,Recruiter,Public,Large,E,96,18,6,0,0,22500,No,2,2
2017_9888,Undergrad,Rejected,2017,October,19,2016,001F000000nHDTFIA4,3,2,Other,,,No,No,Self,Public,Very Large,E,39,14,0,1,3,25000,No,3,2
2017_9900,Undergrad,Accepted,2017,August,19,2016,001F000000nHCG7IAO,4,2,Economics,,,Yes,Yes,Recruiter,Public,Large,N,271,22,16,5,5,22500,No,3,2
2017_9903,Undergrad,Rejected,2017,December,9,2016,001F000000nH7GMIA0,5,2,Mathematics,,,No,Yes,Self,Public,Very Large,W,242,36,15,1,4,25000,Yes,2,2
2017_9908,Undergrad,Rejected,2017,December,9,2016,001F000000nHAWZIA4,5,2,Government,,,No,No,Self,Private NFP,Small,E,148,15,3,5,5,5000,No,3,2
2017_9911,Undergrad,Rejected,2017,December,9,2016,001F000000nH7f5IAC,4,2,Sociology,,,No,No,Self,Public,Very Large,E,195,22,2,5,2,25000,No,3,2
2017_9913,Undergrad,Rejected,2017,October,19,2016,001F000000nHAh7IAG,4,2,International Studies/Relations,,,No,Yes,Recruiter,Public,Very Large,E,113,33,8,1,3,25000,No,3,2
2017_9916,Undergrad,Rejected,2017,October,19,2016,001F000000nHAX1IAO,4,2,Marketing,,,No,Yes,Recruiter,Public,Very Large,N,408,31,7,1,3,25000,No,3,2
2017_9918,Undergrad,Withdrawn,2017,December,9,2016,001F000000nH7YNIA0,3,2,Exercise Science,,,No,Yes,Recruiter,Public,Large,E,279,19,12,0,0,22500,No,3,2
2017_9932,Undergrad,Withdrawn,2017,December,9,2016,001F000000nH7fAIAS,4,2,Aerospace Engineering,,,No,No,Self,Private NFP,Large,S,149,20,12,1,3,22500,No,3,2
2017_9937,Undergrad,Rejected,2017,December,9,2016,001F000000nHCGVIA4,3,2,Psychology,,,No,No,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_9939,Undergrad,Rejected,2017,December,9,2016,001F000000nH9c1IAC,4,2,Sociology,,,No,No,Self,Public,Large,S,76,21,4,1,3,22500,No,3,2
2017_9945,Undergrad,Accepted,2017,December,9,2016,001F000000nH7Y8IAK,3,2,Marketing,,,Yes,Yes,Recruiter,Public,Very Large,E,164,46,10,5,2,25000,No,3,2
2017_9946,Junior,Withdrawn,2017,April,20,2016,001F000000nH7T5IAK,5,2,Psychology,Criminology,,Yes,No,Recruiter,Public,Medium,W,138,27,8,5,5,12500,No,3,2
2017_9947,Undergrad,Accepted,2017,December,9,2016,001F000000nHBIxIAO,4,2,Psychology,,,Yes,Yes,Recruiter,Private NFP,Medium,W,97,12,9,1,3,12500,No,3,2
2017_9952,Undergrad,Rejected,2017,December,9,2016,001F000000nH7T5IAK,5,2,Education (elementary),,,No,Yes,Recruiter,Public,Medium,W,138,27,8,5,5,12500,No,3,2
2017_9954,Undergrad,Rejected,2017,December,9,2016,001F000000nHCGBIA4,4,2,Economics,,,No,Yes,Recruiter,Private NFP,Small,E,68,22,3,5,5,5000,No,3,2
2017_9955,Junior,Rejected,2017,April,20,2016,001F000000nHANwIAO,5,2,Psychology,,Cognitive Science,No,No,Self,Private NFP,Small,E,172,20,6,0,0,5000,No,3,2
2017_9956,Undergrad,Accepted,2017,September,16,2016,001F000000nH9UoIAK,5,2,Journalism,,,Yes,Yes,Self,Private NFP,Small,E,41,5,1,1,3,5000,No,3,2
2017_9957,Undergrad,Accepted,2017,December,9,2016,001F000000nHCGBIA4,4,2,History,,,No,Yes,Recruiter,Private NFP,Small,E,68,22,3,5,5,5000,No,3,2
2017_9958,Junior,Withdrawn,2017,April,20,2016,001F000000nHEFEIA4,4,2,Political Science,Spanish,History,No,No,Recruiter,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
2017_9960,Undergrad,Withdrawn,2017,September,16,2016,001F000000nH9UoIAK,5,2,Journalism,,,Yes,Yes,Recruiter,Private NFP,Small,E,41,5,1,1,3,5000,No,3,2
2017_9961,Undergrad,Accepted,2017,September,16,2016,001F000000nHCG7IAO,4,2,Education (general),,,Yes,Yes,Self,Public,Large,N,271,22,16,5,5,22500,No,3,2
2017_9962,Junior,Rejected,2017,April,20,2016,001F000000nHCtmIAG,2,2,Psychology,,,No,No,Self,Public,Small,W,12,12,0,5,2,5000,No,3,2
2017_9963,Junior,Accepted,2017,April,20,2016,001F000000nHAOdIAO,4,2,English,,Women's Studies,No,No,Self,Public,Very Large,E,171,32,7,3,3,25000,No,3,2
2017_9969,Undergrad,Accepted,2017,September,16,2016,001F000000nH7YrIAK,4,2,Political Science,,,No,Yes,Recruiter,Public,Very Large,W,177,33,7,5,2,25000,No,3,2
2017_9970,Junior,Rejected,2017,April,20,2016,001F000000nHCQwIAO,4,2,Education (elementary),,,No,No,Self,Private NFP,Medium,E,62,9,5,0,0,12500,No,2,2
2017_9972,Junior,Rejected,2017,April,20,2016,001F000000nH9oCIAS,3,2,Public Policy,History,,No,No,Self,Public,Very Large,S,49,25,4,0,0,25000,No,3,2
2017_9976,Junior,Rejected,2017,April,20,2016,001F000000nHAWwIAO,4,2,Psychology,,English,No,No,Recruiter,Public,Large,E,54,13,5,0,0,22500,No,2,2
2017_9982,Junior,Accepted,2017,April,20,2016,001F000000nHCGLIA4,4,2,Psychology,Education (general),Other,No,No,Self,Private NFP,Small,E,137,9,3,0,0,5000,No,3,2
2017_9990,Undergrad,Withdrawn,2017,August,19,2016,001F000000nHCG0IAO,5,2,Psychology,,,Yes,Yes,Self,Private NFP,Small,E,127,5,4,1,3,5000,No,3,2
2017_9995,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHAOAIA4,4,2,History,,,No,No,Self,Public,Very Large,N,321,24,18,5,2,25000,No,3,2
2017_9997,Junior,Withdrawn,2017,April,20,2016,001F000000nH9UnIAK,4,2,English,,Business,Yes,Yes,Self,Public,Very Large,S,62,14,3,0,0,25000,No,3,2
2017_10005,Junior,Accepted,2017,April,20,2016,001F000000nHAOAIA4,4,2,Neuroscience,,Spanish,Yes,Yes,Self,Public,Very Large,N,321,24,18,5,2,25000,Yes,3,2
2017_10007,Junior,Accepted,2017,April,20,2016,001F000000nHCLIIA4,4,2,Early Childhood Education,,,No,No,Self,Public,Very Large,N,176,19,7,0,0,25000,No,2,2
2017_10010,Undergrad,Rejected,2017,September,16,2016,001F000000nH8AuIAK,4,2,Communications,,,No,Yes,Recruiter,Public,Very Large,S,47,10,0,1,3,25000,No,3,2
2017_10012,Undergrad,Rejected,2017,September,16,2016,001F000000nHCGBIA4,4,2,Economics,,,No,Yes,Recruiter,Private NFP,Small,E,68,22,3,5,5,5000,No,3,2
2017_10013,Undergrad,Accepted,2017,December,9,2016,001F000000nHCGBIA4,4,2,Government,,,No,Yes,Recruiter,Private NFP,Small,E,68,22,3,5,5,5000,No,3,2
2017_10016,Junior,Accepted,2017,April,20,2016,001F000000nHEFEIA4,4,2,International Studies/Relations,,Other,No,No,Self,Public,Very Large,S,131,34,9,0,0,25000,No,3,2
2017_10022,Junior,Rejected,2017,April,20,2016,001F000000nH9c7IAC,4,2,Education (elementary),,,No,No,Self,Public,Large,E,96,18,6,0,0,22500,No,2,2
2017_10024,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHAWQIA4,4,2,Political Science,,,No,Yes,Self,Private NFP,Small,E,71,7,6,1,3,5000,No,3,2
2017_10025,Junior,Rejected,2017,April,20,2016,001F000000nHAOqIAO,5,2,History,,,Yes,No,Recruiter,Private NFP,Medium,E,97,3,2,0,0,12500,No,2,2
2017_10026,Undergrad,Rejected,2017,December,9,2016,001F000000nHCGVIA4,3,2,Criminal Justice,,,No,Yes,Self,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_10027,Undergrad,Withdrawn,2017,August,19,2016,001F000000nH7C4IAK,3,2,Other,,,No,Yes,Self,Public,Very Large,N,131,19,18,5,2,25000,No,3,2
2017_10028,Junior,Withdrawn,2017,April,20,2016,001F000000nHES5IAO,4,2,History,,Other,Yes,Yes,Self,Private NFP,Small,E,94,8,3,2,5,5000,No,3,2
2017_10029,Undergrad,Withdrawn,2017,October,19,2016,001F000000nHES5IAO,4,2,History,,,Yes,Yes,Self,Private NFP,Small,E,94,8,3,2,5,5000,No,3,2
2017_10030,Junior,Withdrawn,2017,April,20,2016,001F000000nHBW8IAO,3,2,Social Work,Sociology,,No,No,Self,Public,Medium,W,70,14,2,2,5,12500,No,3,2
2017_10031,Junior,Rejected,2017,April,20,2016,001F000000nH7Y8IAK,3,2,Environmental Studies,,,No,No,Self,Public,Very Large,E,164,46,10,5,2,25000,Yes,3,2
2017_10032,Undergrad,Rejected,2017,October,19,2016,001F000000nH7Y8IAK,3,2,Environmental Studies,,,No,No,Self,Public,Very Large,E,164,46,10,5,2,25000,Yes,3,2
2017_10036,Undergrad,Rejected,2017,October,19,2016,001F000000nHCGVIA4,3,2,Psychology,,,No,Yes,Recruiter,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_10037,Junior,Rejected,2017,April,20,2016,001F000000nHCGVIA4,3,2,Psychology,,Criminal Justice,Yes,No,Recruiter,Public,Large,E,80,34,5,5,2,22500,No,3,2
2017_10038,Undergrad,Withdrawn,2017,December,9,2016,001F000000nHAX9IAO,4,2,Political Science,,,Yes,Yes,Self,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_10039,Junior,Withdrawn,2017,April,20,2016,001F000000nHAX5IAO,4,2,Early Childhood Education,Psychology,Human Services,Yes,Yes,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2017_10040,Undergrad,Rejected,2017,October,19,2016,001F000000nHAX5IAO,4,2,Early Childhood Education,,,Yes,Yes,Self,Public,Very Large,E,216,27,8,0,0,25000,No,3,2
2017_10042,Undergrad,Rejected,2017,December,9,2016,001F000000nHCQQIA4,5,2,Anthropology,,,No,Yes,Self,Private NFP,Small,N,132,8,3,0,0,5000,No,2,2
2017_10044,Junior,Withdrawn,2017,April,20,2016,001F000000nH7KbIAK,4,2,Business,Other,Management Information Systems,Yes,No,Self,Public,Very Large,S,56,19,8,0,0,25000,No,3,2
2017_10051,Junior,Rejected,2017,April,20,2016,001F000000nH7GMIA0,5,2,History,,Economics,Yes,Yes,Self,Public,Very Large,W,242,36,15,1,4,25000,No,2,2
2017_10052,Undergrad,Withdrawn,2017,October,19,2016,001F000000nH7GMIA0,5,2,History,,,No,Yes,Self,Public,Very Large,W,242,36,15,1,4,25000,No,2,2
2017_10055,Junior,Rejected,2017,April,20,2016,001F000000nHAWwIAO,4,2,Other,Theater,,No,No,Recruiter,Public,Large,E,54,13,5,0,0,22500,No,2,2
2017_10063,Undergrad,Rejected,2017,December,9,2016,001F000000nH82kIAC,4,2,Economics,,,No,Yes,Self,Private NFP,Small,E,10,8,2,0,0,5000,No,2,2
2017_10064,Undergrad,Rejected,2017,August,19,2016,001F000000nH82kIAC,4,2,Philosophy,,,No,Yes,Self,Private NFP,Small,E,10,8,2,0,0,5000,No,2,2
2017_10067,Junior,Accepted,2017,April,20,2016,001F000000nHCJoIAO,4,2,Marketing,,,Yes,No,Self,Private NFP,Large,N,119,14,5,1,3,22500,No,3,2
2017_10070,Undergrad,Rejected,2017,December,9,2016,001F000000nHAX9IAO,4,2,Marketing,,,No,Yes,Recruiter,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_10072,Undergrad,Accepted,2017,October,19,2016,001F000000nHAX9IAO,4,2,Social Work,,,Yes,Yes,Recruiter,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_10075,Undergrad,Accepted,2017,October,19,2016,001F000000nHAX9IAO,4,2,Social Work,,,No,Yes,Recruiter,Private NFP,Large,N,119,17,20,0,0,22500,No,2,2
2017_10076,Junior,Rejected,2017,April,20,2016,001F000000nHCtmIAG,2,2,Liberal Studies,,,No,No,Self,Public,Small,W,12,12,0,5,2,5000,No,3,2
